review_id,review_text,rating,category,verified_purchase,helpful_votes,review_date,sentiment
R02673,"It's okay, nothing special.",3,Clothing,False,0,2025-07-15,Neutral
R02674,"Great purchase, very satisfied. Exactly as described.",4,Electronics,False,0,2025-12-15,Positive
R02675,"Not as advertised, very disappointed. Customer service was unhelpful.",2,Books,True,5,2025-12-11,Negative
R02676,Excellent product! Highly recommended. The books quality is excellent.,5,Books,False,1,2025-10-02,Positive
R02677,"Average product, does the job.",3,Home & Kitchen,True,0,2025-08-18,Neutral
R02678,"Fantastic product, great value for money. Great packaging.",5,Books,True,1,2025-12-12,Positive
R02679,"Wonderful experience, highly recommended. Customer service was helpful.",4,Sports,False,0,2025-09-16,Positive
R02680,"Wonderful experience, highly recommended. Fast delivery!",4,Electronics,True,0,2025-12-02,Positive
R02681,"Poor quality, broke after one use. Not as shown in pictures.",1,Sports,True,1,2025-11-27,Negative
R02682,Exceeded my expectations completely. Exactly as described.,5,Books,True,0,2025-06-11,Positive
R02683,"Amazing quality, worth every penny. Exactly as described.",5,Home & Kitchen,True,0,2025-05-08,Positive
R02684,"Average product, does the job.",3,Beauty,True,0,2025-02-09,Neutral
R02685,Best purchase I've made in months. Exactly as described.,5,Clothing,False,4,2025-11-28,Positive
R02686,"Perfect product, fast delivery. Great packaging.",4,Books,True,0,2025-11-11,Positive
R02687,Best purchase I've made in months. Fast delivery!,5,Beauty,True,3,2025-07-06,Positive
R02688,"Perfect product, fast delivery. Customer service was helpful.",5,Sports,False,1,2026-01-10,Positive
R02689,"Great purchase, very satisfied. Fast delivery!",5,Home & Kitchen,True,1,2025-05-18,Positive
R02690,"Amazing quality, worth every penny. Customer service was helpful.",4,Clothing,True,0,2025-02-14,Positive
R02691,"Amazing quality, worth every penny. Fast delivery!",5,Electronics,True,2,2025-12-26,Positive
R02692,"Fantastic product, great value for money. The sports quality is excellent.",4,Sports,True,0,2025-12-26,Positive
R02693,Outstanding quality and service. Fast delivery!,4,Beauty,True,0,2025-03-13,Positive
R02694,"Great purchase, very satisfied. Great packaging.",4,Clothing,True,0,2025-09-10,Positive
R02695,Best purchase I've made in months. Customer service was helpful.,5,Clothing,True,1,2025-04-26,Positive
R02696,Exceeded my expectations completely. Exactly as described.,5,Electronics,False,0,2025-08-08,Positive
R02697,"Amazing quality, worth every penny. Great packaging.",5,Electronics,True,0,2025-06-21,Positive
R02698,Not bad but not great either.,3,Sports,True,0,2025-10-06,Neutral
R02699,Outstanding quality and service. The home & kitchen quality is excellent.,5,Home & Kitchen,True,0,2025-11-26,Positive
R02700,"Perfect product, fast delivery. Great packaging.",4,Beauty,True,0,2025-05-04,Positive
R02701,Very disappointed with the quality. Delivery was late.,2,Electronics,True,2,2025-04-21,Negative
R02702,Exceeded my expectations completely. Fast delivery!,4,Sports,True,0,2025-10-23,Positive
R02703,Outstanding quality and service. Exactly as described.,5,Home & Kitchen,True,0,2025-10-15,Positive
R02704,"Wonderful experience, highly recommended. Fast delivery!",5,Books,True,1,2025-05-15,Positive
R02705,Best purchase I've made in months. Fast delivery!,4,Sports,True,0,2025-02-05,Positive
R02706,"Amazing quality, worth every penny. Great packaging.",4,Clothing,True,0,2025-02-06,Positive
R02707,Loved it! Will buy again. Customer service was helpful.,4,Electronics,False,0,2025-05-21,Positive
R02708,"Amazing quality, worth every penny. Fast delivery!",4,Electronics,True,0,2025-09-15,Positive
R02709,Outstanding quality and service. Great packaging.,4,Sports,True,0,2025-06-22,Positive
R02710,Outstanding quality and service. Fast delivery!,4,Electronics,False,0,2025-09-15,Positive
R02711,Exceeded my expectations completely. Great packaging.,5,Clothing,True,2,2025-03-17,Positive
R02712,Best purchase I've made in months. Exactly as described.,4,Beauty,True,0,2025-07-08,Positive
R02713,"Horrible experience, never buying again. Delivery was late.",1,Electronics,False,2,2025-12-03,Negative
R02714,Acceptable for the price.,3,Books,True,0,2025-09-14,Neutral
R02715,"Poor quality, broke after one use. Not as shown in pictures.",2,Beauty,True,0,2025-06-03,Negative
R02716,Best purchase I've made in months. The electronics quality is excellent.,4,Electronics,True,0,2025-04-11,Positive
R02717,Outstanding quality and service. Great packaging.,5,Electronics,True,1,2025-11-08,Positive
R02718,Exceeded my expectations completely. Fast delivery!,4,Sports,True,0,2025-02-18,Positive
R02719,"Wonderful experience, highly recommended. Fast delivery!",4,Sports,True,0,2025-07-02,Positive
R02720,"Perfect product, fast delivery. Fast delivery!",5,Sports,True,1,2025-05-05,Positive
R02721,Exceeded my expectations completely. Great packaging.,4,Beauty,True,0,2025-04-14,Positive
R02722,"Terrible product, do not buy. Not as shown in pictures.",1,Home & Kitchen,True,1,2025-09-17,Negative
R02723,Loved it! Will buy again. Customer service was helpful.,5,Books,True,1,2025-03-02,Positive
R02724,"Amazing quality, worth every penny. Fast delivery!",5,Home & Kitchen,False,0,2025-05-24,Positive
R02725,"Amazing quality, worth every penny. Customer service was helpful.",5,Clothing,True,2,2025-04-12,Positive
R02726,"Wonderful experience, highly recommended. Fast delivery!",4,Home & Kitchen,True,0,2025-02-22,Positive
R02727,Exceeded my expectations completely. Exactly as described.,4,Beauty,True,0,2025-06-18,Positive
R02728,Exceeded my expectations completely. Exactly as described.,5,Clothing,True,0,2025-07-12,Positive
R02729,Best purchase I've made in months. Customer service was helpful.,5,Sports,True,0,2025-12-17,Positive
R02730,"Wonderful experience, highly recommended. The clothing quality is excellent.",4,Clothing,True,0,2025-11-24,Positive
R02731,Loved it! Will buy again. The electronics quality is excellent.,5,Electronics,True,3,2025-12-01,Positive
R02732,Best purchase I've made in months. Customer service was helpful.,4,Sports,True,0,2025-02-22,Positive
R02733,"Waste of money, not as described. Customer service was unhelpful.",2,Electronics,True,0,2025-05-27,Negative
R02734,"Perfect product, fast delivery. Customer service was helpful.",4,Electronics,True,0,2025-09-01,Positive
R02735,"Great purchase, very satisfied. Fast delivery!",4,Clothing,False,0,2025-08-25,Positive
R02736,"Amazing quality, worth every penny. The electronics quality is excellent.",5,Electronics,True,0,2025-09-18,Positive
R02737,"Amazing quality, worth every penny. Fast delivery!",4,Beauty,False,0,2025-06-09,Positive
R02738,"Wonderful experience, highly recommended. Great packaging.",5,Clothing,True,1,2025-09-28,Positive
R02739,"Fantastic product, great value for money. The home & kitchen quality is excellent.",4,Home & Kitchen,False,0,2025-03-12,Positive
R02740,"Worst purchase ever, total waste. The sports quality is poor.",2,Sports,True,0,2025-09-09,Negative
R02741,Loved it! Will buy again. Customer service was helpful.,5,Beauty,False,1,2025-03-04,Positive
R02742,"Amazing quality, worth every penny. Great packaging.",5,Sports,False,4,2025-03-19,Positive
R02743,"Fantastic product, great value for money. The beauty quality is excellent.",4,Beauty,True,0,2026-01-15,Positive
R02744,"Amazing quality, worth every penny. Exactly as described.",4,Books,False,0,2025-10-27,Positive
R02745,"Amazing quality, worth every penny. The home & kitchen quality is excellent.",4,Home & Kitchen,False,0,2025-09-16,Positive
R02746,"Perfect product, fast delivery. The home & kitchen quality is excellent.",4,Home & Kitchen,True,0,2025-03-05,Positive
R02747,Exceeded my expectations completely. Exactly as described.,5,Books,True,0,2025-07-15,Positive
R02748,"It's okay, nothing special.",3,Clothing,True,0,2025-03-23,Neutral
R02749,"Cheap material, very poor quality. Customer service was unhelpful.",2,Clothing,True,1,2025-11-07,Negative
R02750,Outstanding quality and service. Exactly as described.,5,Books,True,0,2025-10-20,Positive
R02751,Best purchase I've made in months. Fast delivery!,4,Books,True,0,2025-08-29,Positive
R02752,"Perfect product, fast delivery. The electronics quality is excellent.",4,Electronics,True,0,2025-02-26,Positive
R02753,Outstanding quality and service. The clothing quality is excellent.,4,Clothing,False,0,2025-08-08,Positive
R02754,Exceeded my expectations completely. Great packaging.,4,Sports,True,0,2025-11-18,Positive
R02755,"Amazing quality, worth every penny. Exactly as described.",5,Home & Kitchen,True,0,2025-12-11,Positive
R02756,"Average product, does the job.",3,Sports,True,0,2025-12-02,Neutral
R02757,"Great purchase, very satisfied. Exactly as described.",4,Sports,True,0,2025-12-15,Positive
R02758,"Amazing quality, worth every penny. Customer service was helpful.",5,Home & Kitchen,True,1,2025-08-03,Positive
R02759,Exceeded my expectations completely. The sports quality is excellent.,4,Sports,False,0,2025-07-07,Positive
R02760,Acceptable for the price.,3,Beauty,True,0,2025-02-17,Neutral
R02761,Not bad but not great either.,3,Home & Kitchen,False,0,2025-04-02,Neutral
R02762,Exceeded my expectations completely. Great packaging.,4,Home & Kitchen,True,0,2025-07-07,Positive
R02763,Exceeded my expectations completely. The electronics quality is excellent.,4,Electronics,True,0,2025-04-22,Positive
R02764,"Cheap material, very poor quality. The clothing quality is poor.",1,Clothing,False,0,2025-05-17,Negative
R02765,"Worst purchase ever, total waste. Not as shown in pictures.",2,Clothing,False,0,2025-08-05,Negative
R02766,Best purchase I've made in months. Great packaging.,5,Electronics,True,4,2025-07-14,Positive
R02767,Best purchase I've made in months. Great packaging.,4,Sports,True,0,2025-07-02,Positive
R02768,"Horrible experience, never buying again. Delivery was late.",2,Home & Kitchen,True,1,2025-08-27,Negative
R02769,Loved it! Will buy again. Fast delivery!,4,Beauty,True,0,2025-03-11,Positive
R02770,Loved it! Will buy again. The clothing quality is excellent.,5,Clothing,True,0,2025-03-21,Positive
R02771,Best purchase I've made in months. Customer service was helpful.,4,Books,True,0,2025-11-15,Positive
R02772,"Wonderful experience, highly recommended. Great packaging.",4,Sports,True,0,2025-08-28,Positive
R02773,"Amazing quality, worth every penny. Customer service was helpful.",4,Beauty,True,0,2025-09-08,Positive
R02774,"Perfect product, fast delivery. Exactly as described.",5,Sports,True,0,2025-03-27,Positive
R02775,Not bad but not great either.,3,Electronics,False,0,2025-11-12,Neutral
R02776,"Wonderful experience, highly recommended. Customer service was helpful.",4,Sports,True,0,2025-10-30,Positive
R02777,"Completely unsatisfied, want refund. Customer service was unhelpful.",2,Sports,True,3,2025-11-15,Negative
R02778,Decent but could be better.,3,Books,True,0,2025-08-16,Neutral
R02779,Decent but could be better.,3,Beauty,True,0,2025-10-02,Neutral
R02780,Exceeded my expectations completely. The electronics quality is excellent.,4,Electronics,True,0,2025-11-29,Positive
R02781,"Amazing quality, worth every penny. Fast delivery!",4,Books,True,0,2026-01-19,Positive
R02782,Exceeded my expectations completely. Customer service was helpful.,5,Beauty,True,1,2025-11-17,Positive
R02783,Acceptable for the price.,3,Home & Kitchen,False,0,2025-11-21,Neutral
R02784,"Great purchase, very satisfied. Great packaging.",5,Electronics,True,1,2025-08-19,Positive
R02785,"Great purchase, very satisfied. Fast delivery!",5,Beauty,True,2,2025-04-27,Positive
R02786,Acceptable for the price.,3,Beauty,True,0,2025-02-10,Neutral
R02787,"Horrible experience, never buying again. Product arrived damaged.",2,Home & Kitchen,True,2,2025-12-30,Negative
R02788,"Great purchase, very satisfied. Great packaging.",4,Books,True,0,2025-10-04,Positive
R02789,Excellent product! Highly recommended. Exactly as described.,5,Home & Kitchen,True,4,2025-06-08,Positive
R02790,"It's okay, nothing special.",3,Sports,False,0,2025-05-15,Neutral
R02791,"Wonderful experience, highly recommended. Great packaging.",4,Electronics,True,0,2025-06-11,Positive
R02792,"Great purchase, very satisfied. Exactly as described.",5,Sports,False,1,2025-10-01,Positive
R02793,"It's okay, nothing special.",3,Electronics,False,0,2025-05-02,Neutral
R02794,"Great purchase, very satisfied. The home & kitchen quality is excellent.",4,Home & Kitchen,True,0,2025-11-07,Positive
R02795,Exceeded my expectations completely. Fast delivery!,5,Electronics,True,0,2025-12-08,Positive
R02796,"Perfect product, fast delivery. Exactly as described.",4,Books,False,0,2025-02-10,Positive
R02797,Decent but could be better.,3,Books,True,0,2025-07-17,Neutral
R02798,"Average product, does the job.",3,Electronics,True,0,2025-10-09,Neutral
R02799,"Perfect product, fast delivery. Great packaging.",4,Sports,True,0,2025-08-25,Positive
R02800,"Not as advertised, very disappointed. The clothing quality is poor.",1,Clothing,True,0,2025-04-23,Negative
R02801,"Average product, does the job.",3,Books,True,0,2025-12-27,Neutral
R02802,"It's okay, nothing special.",3,Clothing,True,0,2025-05-22,Neutral
R02803,Loved it! Will buy again. Fast delivery!,4,Books,True,0,2025-06-18,Positive
R02804,"Cheap material, very poor quality. Delivery was late.",2,Clothing,True,2,2025-10-06,Negative
R02805,Best purchase I've made in months. Exactly as described.,5,Sports,True,1,2025-11-29,Positive
R02806,Exceeded my expectations completely. Customer service was helpful.,5,Beauty,True,1,2025-09-13,Positive
R02807,"Average product, does the job.",3,Sports,True,0,2025-10-11,Neutral
R02808,"Bad quality, not worth the price. Delivery was late.",2,Beauty,True,1,2025-11-07,Negative
R02809,"Perfect product, fast delivery. Fast delivery!",5,Beauty,True,0,2025-07-03,Positive
R02810,Loved it! Will buy again. Fast delivery!,4,Beauty,True,0,2025-05-21,Positive
R02811,"Average product, does the job.",3,Books,False,0,2025-02-07,Neutral
R02812,Best purchase I've made in months. Fast delivery!,5,Electronics,True,2,2025-11-16,Positive
R02813,"Wonderful experience, highly recommended. Exactly as described.",5,Home & Kitchen,True,0,2025-06-07,Positive
R02814,Best purchase I've made in months. The electronics quality is excellent.,5,Electronics,True,2,2025-09-08,Positive
R02815,Outstanding quality and service. The sports quality is excellent.,4,Sports,False,0,2025-05-24,Positive
R02816,"It's okay, nothing special.",3,Books,True,0,2025-05-04,Neutral
R02817,"Perfect product, fast delivery. Customer service was helpful.",4,Sports,True,0,2025-09-18,Positive
R02818,"Amazing quality, worth every penny. Exactly as described.",5,Clothing,True,0,2025-03-14,Positive
R02819,Outstanding quality and service. Exactly as described.,5,Electronics,True,0,2025-12-07,Positive
R02820,Exceeded my expectations completely. Fast delivery!,5,Clothing,True,0,2025-06-07,Positive
R02821,"Great purchase, very satisfied. Great packaging.",4,Electronics,True,0,2025-11-27,Positive
R02822,"Waste of money, not as described. The sports quality is poor.",2,Sports,True,7,2025-09-30,Negative
R02823,Acceptable for the price.,3,Beauty,True,0,2025-08-27,Neutral
R02824,Loved it! Will buy again. Great packaging.,4,Sports,True,0,2025-08-26,Positive
R02825,Acceptable for the price.,3,Books,True,0,2025-10-05,Neutral
R02826,"Fantastic product, great value for money. The home & kitchen quality is excellent.",5,Home & Kitchen,True,5,2025-06-05,Positive
R02827,"Cheap material, very poor quality. Delivery was late.",2,Sports,True,0,2025-04-25,Negative
R02828,"Fantastic product, great value for money. The books quality is excellent.",5,Books,False,0,2025-03-22,Positive
R02829,Acceptable for the price.,3,Beauty,True,0,2025-04-16,Neutral
R02830,Loved it! Will buy again. Exactly as described.,4,Sports,False,0,2026-01-24,Positive
R02831,"Fantastic product, great value for money. Customer service was helpful.",4,Clothing,False,0,2025-05-15,Positive
R02832,Exceeded my expectations completely. Customer service was helpful.,4,Beauty,False,0,2025-02-20,Positive
R02833,Loved it! Will buy again. Exactly as described.,5,Home & Kitchen,True,0,2025-06-21,Positive
R02834,"Amazing quality, worth every penny. Fast delivery!",4,Beauty,True,0,2025-03-23,Positive
R02835,"Great purchase, very satisfied. Great packaging.",5,Clothing,True,3,2025-11-09,Positive
R02836,"Fantastic product, great value for money. Exactly as described.",5,Electronics,True,0,2026-01-12,Positive
R02837,Outstanding quality and service. Fast delivery!,4,Home & Kitchen,True,0,2025-07-18,Positive
R02838,Loved it! Will buy again. The clothing quality is excellent.,4,Clothing,False,0,2025-12-05,Positive
R02839,Excellent product! Highly recommended. Fast delivery!,4,Sports,True,0,2025-09-25,Positive
R02840,"Fantastic product, great value for money. The electronics quality is excellent.",4,Electronics,True,0,2026-01-28,Positive
R02841,Loved it! Will buy again. Great packaging.,5,Clothing,False,0,2025-10-13,Positive
R02842,Loved it! Will buy again. The electronics quality is excellent.,4,Electronics,False,0,2025-06-06,Positive
R02843,"Amazing quality, worth every penny. Customer service was helpful.",5,Clothing,True,0,2025-03-20,Positive
R02844,"Terrible product, do not buy. The electronics quality is poor.",1,Electronics,True,0,2025-03-04,Negative
R02845,Exceeded my expectations completely. The electronics quality is excellent.,5,Electronics,True,0,2025-06-23,Positive
R02846,Outstanding quality and service. Great packaging.,5,Electronics,True,0,2025-08-16,Positive
R02847,"It's okay, nothing special.",3,Clothing,False,0,2025-12-30,Neutral
R02848,"Amazing quality, worth every penny. The beauty quality is excellent.",5,Beauty,True,0,2025-02-17,Positive
R02849,"Bad quality, not worth the price. Product arrived damaged.",2,Clothing,True,0,2025-09-12,Negative
R02850,"Great purchase, very satisfied. Exactly as described.",5,Clothing,True,0,2025-12-25,Positive
R02851,Best purchase I've made in months. The clothing quality is excellent.,5,Clothing,True,1,2025-12-06,Positive
R02852,Exceeded my expectations completely. Great packaging.,4,Books,True,0,2025-05-23,Positive
R02853,Excellent product! Highly recommended. Fast delivery!,5,Home & Kitchen,True,0,2025-08-06,Positive
R02854,"Great purchase, very satisfied. Fast delivery!",4,Sports,True,0,2025-02-16,Positive
R02855,Excellent product! Highly recommended. Fast delivery!,4,Electronics,True,0,2025-03-15,Positive
R02856,"It's okay, nothing special.",3,Home & Kitchen,True,0,2025-05-22,Neutral
R02857,Outstanding quality and service. Exactly as described.,5,Home & Kitchen,False,2,2025-09-04,Positive
R02858,"Perfect product, fast delivery. The sports quality is excellent.",4,Sports,True,0,2025-08-28,Positive
R02859,"Average product, does the job.",3,Clothing,False,0,2025-05-08,Neutral
R02860,"It's okay, nothing special.",3,Clothing,True,0,2025-08-30,Neutral
R02861,"Amazing quality, worth every penny. Exactly as described.",4,Electronics,True,0,2025-06-15,Positive
R02862,"Wonderful experience, highly recommended. Fast delivery!",5,Electronics,True,1,2025-05-31,Positive
R02863,"Wonderful experience, highly recommended. Customer service was helpful.",5,Electronics,True,0,2025-02-27,Positive
R02864,Outstanding quality and service. The books quality is excellent.,4,Books,True,0,2025-10-12,Positive
R02865,Excellent product! Highly recommended. Fast delivery!,4,Home & Kitchen,True,0,2025-04-12,Positive
R02866,Best purchase I've made in months. Great packaging.,5,Clothing,False,0,2025-11-12,Positive
R02867,"Horrible experience, never buying again. Customer service was unhelpful.",1,Beauty,True,1,2025-07-07,Negative
R02868,"Great purchase, very satisfied. The home & kitchen quality is excellent.",4,Home & Kitchen,True,0,2025-08-11,Positive
R02869,Not bad but not great either.,3,Books,False,0,2025-09-27,Neutral
R02870,"Great purchase, very satisfied. Fast delivery!",4,Beauty,True,0,2025-08-30,Positive
R02871,Best purchase I've made in months. The clothing quality is excellent.,4,Clothing,True,0,2025-02-13,Positive
R02872,"It's okay, nothing special.",3,Clothing,True,0,2025-06-23,Neutral
R02873,Loved it! Will buy again. Great packaging.,5,Books,True,0,2025-04-07,Positive
R02874,"Average product, does the job.",3,Sports,False,0,2025-06-04,Neutral
R02875,Loved it! Will buy again. Customer service was helpful.,4,Sports,True,0,2025-12-25,Positive
R02876,Outstanding quality and service. The clothing quality is excellent.,5,Clothing,True,2,2025-02-18,Positive
R02877,"Fantastic product, great value for money. Great packaging.",4,Sports,True,0,2025-03-25,Positive
R02878,Outstanding quality and service. Fast delivery!,4,Electronics,True,0,2025-07-25,Positive
R02879,Best purchase I've made in months. Exactly as described.,5,Clothing,True,2,2025-12-11,Positive
R02880,Best purchase I've made in months. Customer service was helpful.,4,Sports,True,0,2025-03-29,Positive
R02881,"Fantastic product, great value for money. Exactly as described.",4,Electronics,True,0,2025-10-30,Positive
R02882,Best purchase I've made in months. Fast delivery!,5,Sports,True,1,2025-05-10,Positive
R02883,"It's okay, nothing special.",3,Electronics,True,0,2025-05-09,Neutral
R02884,Best purchase I've made in months. Fast delivery!,4,Beauty,True,0,2025-04-15,Positive
R02885,"It's okay, nothing special.",3,Home & Kitchen,False,0,2025-03-15,Neutral
R02886,"Poor quality, broke after one use. The beauty quality is poor.",2,Beauty,True,3,2025-11-30,Negative
R02887,Not bad but not great either.,3,Books,True,0,2025-05-01,Neutral
R02888,"Bad quality, not worth the price. Not as shown in pictures.",2,Clothing,True,5,2025-10-04,Negative
R02889,Best purchase I've made in months. Customer service was helpful.,4,Beauty,True,0,2025-07-04,Positive
R02890,Excellent product! Highly recommended. Customer service was helpful.,5,Home & Kitchen,False,2,2025-07-25,Positive
R02891,"Bad quality, not worth the price. Customer service was unhelpful.",1,Clothing,True,5,2025-07-14,Negative
R02892,Excellent product! Highly recommended. Great packaging.,4,Books,True,0,2025-12-19,Positive
R02893,"Average product, does the job.",3,Books,True,0,2025-08-11,Neutral
R02894,"Wonderful experience, highly recommended. Great packaging.",5,Books,True,6,2025-12-02,Positive
R02895,"Great purchase, very satisfied. Exactly as described.",5,Sports,True,6,2025-03-06,Positive
R02896,"Amazing quality, worth every penny. Fast delivery!",4,Electronics,False,0,2025-08-24,Positive
R02897,Acceptable for the price.,3,Electronics,True,0,2025-10-27,Neutral
R02898,"It's okay, nothing special.",3,Books,True,0,2025-12-19,Neutral
R02899,"Fantastic product, great value for money. Customer service was helpful.",5,Home & Kitchen,True,1,2025-06-11,Positive
R02900,"Waste of money, not as described. Product arrived damaged.",2,Electronics,True,0,2025-09-16,Negative
R02901,"Waste of money, not as described. Delivery was late.",2,Sports,True,2,2025-12-06,Negative
R02902,Acceptable for the price.,3,Electronics,False,0,2025-12-14,Neutral
R02903,"Perfect product, fast delivery. Fast delivery!",4,Home & Kitchen,True,0,2025-12-06,Positive
R02904,"Wonderful experience, highly recommended. Fast delivery!",4,Books,True,0,2025-06-19,Positive
R02905,"Wonderful experience, highly recommended. Customer service was helpful.",4,Books,True,0,2025-02-08,Positive
R02906,"Terrible product, do not buy. The books quality is poor.",2,Books,True,1,2025-05-07,Negative
R02907,Loved it! Will buy again. Great packaging.,5,Books,True,3,2026-01-09,Positive
R02908,Loved it! Will buy again. The books quality is excellent.,5,Books,True,1,2025-12-14,Positive
R02909,"Amazing quality, worth every penny. Exactly as described.",5,Electronics,True,1,2025-03-17,Positive
R02910,"Average product, does the job.",3,Home & Kitchen,True,0,2025-05-30,Neutral
R02911,Excellent product! Highly recommended. Customer service was helpful.,5,Sports,True,1,2025-12-07,Positive
R02912,Loved it! Will buy again. Fast delivery!,4,Books,True,0,2025-07-17,Positive
R02913,"Terrible product, do not buy. Product arrived damaged.",2,Home & Kitchen,True,2,2026-01-23,Negative
R02914,Best purchase I've made in months. The home & kitchen quality is excellent.,4,Home & Kitchen,True,0,2025-05-11,Positive
R02915,Outstanding quality and service. Customer service was helpful.,4,Home & Kitchen,False,0,2025-05-29,Positive
R02916,"It's okay, nothing special.",3,Home & Kitchen,True,0,2025-04-17,Neutral
R02917,"Wonderful experience, highly recommended. Exactly as described.",4,Beauty,True,0,2025-04-03,Positive
R02918,Outstanding quality and service. The home & kitchen quality is excellent.,5,Home & Kitchen,True,2,2025-10-04,Positive
R02919,"Amazing quality, worth every penny. Exactly as described.",4,Beauty,True,0,2025-05-15,Positive
R02920,"Cheap material, very poor quality. Customer service was unhelpful.",1,Home & Kitchen,True,0,2025-04-23,Negative
R02921,Excellent product! Highly recommended. Fast delivery!,5,Books,True,5,2025-04-08,Positive
R02922,"Great purchase, very satisfied. The beauty quality is excellent.",4,Beauty,False,0,2025-10-17,Positive
R02923,Very disappointed with the quality. Product arrived damaged.,2,Books,True,0,2025-04-25,Negative
R02924,Decent but could be better.,3,Beauty,True,0,2025-10-10,Neutral
R02925,"Amazing quality, worth every penny. Fast delivery!",4,Beauty,True,0,2025-12-01,Positive
R02926,Not bad but not great either.,3,Beauty,True,0,2026-01-17,Neutral
R02927,"Perfect product, fast delivery. The sports quality is excellent.",4,Sports,True,0,2025-07-30,Positive
R02928,"It's okay, nothing special.",3,Electronics,True,0,2025-03-07,Neutral
R02929,"Great purchase, very satisfied. The home & kitchen quality is excellent.",4,Home & Kitchen,False,0,2025-07-28,Positive
R02930,"It's okay, nothing special.",3,Home & Kitchen,True,0,2025-04-27,Neutral
R02931,Outstanding quality and service. Exactly as described.,5,Books,True,2,2025-09-26,Positive
R02932,"Average product, does the job.",3,Clothing,True,0,2025-09-27,Neutral
R02933,"Great purchase, very satisfied. Fast delivery!",5,Electronics,True,1,2026-01-18,Positive
R02934,"Amazing quality, worth every penny. Fast delivery!",5,Clothing,True,0,2025-02-14,Positive
R02935,Best purchase I've made in months. Fast delivery!,4,Home & Kitchen,True,0,2025-11-06,Positive
R02936,Loved it! Will buy again. Fast delivery!,5,Electronics,False,0,2026-01-29,Positive
R02937,"Great purchase, very satisfied. The clothing quality is excellent.",4,Clothing,True,0,2025-04-22,Positive
R02938,Outstanding quality and service. Exactly as described.,4,Electronics,True,0,2025-07-26,Positive
R02939,"Fantastic product, great value for money. Exactly as described.",5,Books,True,2,2025-04-06,Positive
R02940,Excellent product! Highly recommended. The books quality is excellent.,4,Books,True,0,2026-01-14,Positive
R02941,"Wonderful experience, highly recommended. Exactly as described.",4,Electronics,True,0,2025-02-22,Positive
R02942,Exceeded my expectations completely. Customer service was helpful.,5,Beauty,False,3,2025-06-30,Positive
R02943,Loved it! Will buy again. Customer service was helpful.,4,Beauty,False,0,2025-03-17,Positive
R02944,Decent but could be better.,3,Sports,True,0,2025-06-27,Neutral
R02945,"Great purchase, very satisfied. Great packaging.",4,Sports,True,0,2026-01-19,Positive
R02946,Exceeded my expectations completely. The sports quality is excellent.,4,Sports,True,0,2025-09-28,Positive
R02947,Very disappointed with the quality. Not as shown in pictures.,1,Electronics,True,0,2025-07-22,Negative
R02948,"Average product, does the job.",3,Books,True,0,2025-04-14,Neutral
R02949,Not bad but not great either.,3,Sports,True,0,2025-04-10,Neutral
R02950,"Cheap material, very poor quality. The clothing quality is poor.",2,Clothing,True,0,2025-03-22,Negative
R02951,"Wonderful experience, highly recommended. Exactly as described.",4,Sports,True,0,2025-09-28,Positive
R02952,Outstanding quality and service. Fast delivery!,4,Beauty,True,0,2025-03-08,Positive
R02953,"It's okay, nothing special.",3,Clothing,True,0,2025-02-26,Neutral
R02954,"Horrible experience, never buying again. Not as shown in pictures.",1,Electronics,True,0,2025-05-07,Negative
R02955,"Average product, does the job.",3,Sports,True,0,2025-06-08,Neutral
R02956,Decent but could be better.,3,Sports,True,0,2025-09-12,Neutral
R02957,"Perfect product, fast delivery. Fast delivery!",4,Sports,True,0,2025-07-28,Positive
R02958,"Worst purchase ever, total waste. Delivery was late.",1,Electronics,True,1,2025-03-24,Negative
R02959,Very disappointed with the quality. Delivery was late.,2,Sports,True,0,2025-12-13,Negative
R02960,"Perfect product, fast delivery. Great packaging.",5,Books,True,1,2025-08-29,Positive
R02961,Exceeded my expectations completely. Customer service was helpful.,4,Sports,True,0,2025-09-20,Positive
R02962,"Great purchase, very satisfied. Great packaging.",5,Sports,True,1,2026-01-03,Positive
R02963,"Wonderful experience, highly recommended. Exactly as described.",5,Electronics,True,0,2025-10-28,Positive
R02964,"Average product, does the job.",3,Books,True,0,2025-09-09,Neutral
R02965,"Amazing quality, worth every penny. The electronics quality is excellent.",4,Electronics,True,0,2025-10-19,Positive
R02966,"Great purchase, very satisfied. Customer service was helpful.",5,Books,True,0,2025-04-19,Positive
R02967,"Average product, does the job.",3,Beauty,True,0,2025-08-03,Neutral
R02968,"Perfect product, fast delivery. Customer service was helpful.",4,Beauty,True,0,2025-03-29,Positive
R02969,"It's okay, nothing special.",3,Books,False,0,2025-03-28,Neutral
R02970,"Average product, does the job.",3,Books,False,0,2025-06-28,Neutral
R02971,"Wonderful experience, highly recommended. Fast delivery!",5,Clothing,True,2,2025-02-09,Positive
R02972,"Amazing quality, worth every penny. Exactly as described.",5,Electronics,True,0,2026-01-16,Positive
R02973,"Horrible experience, never buying again. Delivery was late.",1,Beauty,False,1,2025-10-08,Negative
R02974,Very disappointed with the quality. The beauty quality is poor.,2,Beauty,False,4,2025-08-08,Negative
R02975,Exceeded my expectations completely. Customer service was helpful.,5,Beauty,True,1,2025-05-18,Positive
R02976,"Waste of money, not as described. Not as shown in pictures.",2,Sports,False,0,2026-01-29,Negative
